num,word,part,ch,lv
128,communication,n.,傳達；交流,4
129,community,n.,社區；大眾,4
130,companion,n.,同伴；夥伴,4
131,competition,n.,競爭；比賽,4
132,competitive,adj.,有競爭力的；競爭性,4
133,complicate,v.,使…錯綜；使…混亂,4
134,compose,v.,組成；創作,4
135,composer,n.,作曲家,4
136,composition,n.,構成；組成；寫作,4
137,concentrate,v.,集中；將（液體）濃縮,4
138,concentration,n.,集中；注意力,4
139,concept,n.,想法；構思,4
140,concrete,adj.,現實的；明確的,4
141,conductor,n.,帶領者；指揮,4
142,conference,n.,商量；會議,4
143,confess,v.,承認；懺悔,4
144,confidence,n.,自信；信賴,4
145,confine,v.,限制,4
146,confusion,n.,混亂,4
147,congratulate,v.,祝賀；恭喜,4
148,congress,n.,國會,4
149,conquer,v.,征服；戰勝,4
150,conscience,n.,良心；善惡的觀念,4
151,consequence,n.,結果,4
152,consequently,adv.,因此；所以,4
153,conservative,adj.,保守的；保守主義的,4
154,consist,v.,存於…；由…組成,4
155,consistent,adj.,一致的,4
156,consistently,adv.,前後一致地,4
157,constitute,v.,組成；構成,4
158,constitution,n.,結構；憲法,4
159,construct,v.,建造,4
160,construction,n.,建造；架設；施工,4
161,consult,v.,請求；查閱,4
162,consultant,n.,顧問,4
163,consume,v.,消費；用完,4
164,consumer,n.,消費者,4
165,container,n.,容器,4
166,content,adj.,滿足的,4
167,contest,n.,競賽；比賽,4
168,context,n.,上下文；前後關係,4
169,continually,adv.,持續地；不斷地,4
170,continuous,adj.,連續的；不中斷的,4
171,continuously,adv.,連續性地,4
172,contrary,adj.,反對的；相反的,4
173,contrast,n.,對比；差異,4
174,contribute,v.,捐贈；貢獻,4
175,contribution,n.,貢獻,4
176,convenience,n.,方便；便利,4
177,convention,n.,大會；習俗,4
178,conventional,adj.,傳統的；老套的,4
179,converse,v.,交談（思想、看法或感情）；談話,4
180,convey,v.,傳遞；傳達,4
181,convince,v.,使信服；使確信,4
182,cooperate,v.,合作,4
183,cooperation,n.,合作；協調性,4
184,cooperative,adj.,協力合作的；協同的,4
185,cope,v.,妥善應付,4
186,correspond,v.,一致（符合）；通信,4
187,corresponding,adj.,一致的；對應的,4
188,costume,n.,（某民族…等）服裝；舞台裝,4
189,cottage,n.,農舍；小別墅,4
190,council,n.,會議；協商,4
191,counter,v.,反對；還擊,4
192,courageous,adj.,勇敢的,4
193,courtesy,n.,禮貌,4
194,crack,n.,裂縫；破裂聲,4
195,craft,n.,技能；技巧,4
196,creation,n.,創造；天地萬物,4
197,creativity,n.,創造力,4
198,critic,n.,評論家；批判者,4
199,critical,adj.,吹毛求疵的（愛進行嚴厲批判）；關鍵的（具有轉折點性質的),4
200,criticism,n.,批評,4
201,criticize,v.,批評；評論,4
202,curiosity,n.,好奇心；珍奇之物,4
203,curve,n.,彎曲,4
204,damn,v.,詛咒；貶責,4
205,deadline,n.,最後期限；截止期限,4
206,declare,v.,宣布；聲稱,4
207,decoration,n.,裝飾；裝飾品,4
208,decrease,v.,降低；減少,4
209,defeat,n.,敗北；失敗,4
210,defend,v.,保護；辯護,4
211,defense,n.,防衛；防守,4
212,definite,adj.,一定的；明確的,4
213,definitely,adv.,明確地；明白地,4
214,delicate,adj.,易碎的；嬌貴的,4
215,delight,n.,快樂；歡喜,4
216,delightful,adj.,愉快的；舒適的,4
217,demand,n.,要求；要求＜做…＞,4
218,demonstrate,v.,證明；示範,4
219,dense,adj.,密集的；濃的,4
220,depart,v.,出發；離開,4
221,departure,n.,出發；動身,4
222,dependent,adj.,依賴的；視…而定,4
223,depress,v.,使抑鬱；使沮喪,4
224,depression,n.,憂鬱；不景氣,4
225,deserve,v.,值得；應得,4
226,desperate,adj.,絕望的；不顧死活的,4
227,desperately,adv.,極度地；絕望地,4
228,despite,prep.,儘管；雖然,4
229,destruction,n.,破壞；消滅,4
230,detective,n.,偵探；刑事（警察）,4
231,determination,n.,決心；確定,4
232,device,n.,精巧的裝置；策略,4
233,devise,v.,想出；設計,4
234,devote,v.,將…奉獻；專心致力於…,4
235,differ,v.,不同；有差異,4
236,digestion,n.,消化,4
237,dignity,n.,尊嚴；莊重,4
238,diligence,n.,勤勉；勤奮,4
239,diploma,n.,學位證書；文憑,4
240,diplomat,n.,外交官,4
241,disadvantage,n.,缺點；不利條件,4
242,disaster,n.,重大的失敗；失敗之舉,4
243,discipline,n.,紀律；教養,4
244,discourage,v.,使失望；使打消念頭,4
245,disguise,n.,偽裝；掩飾,4
246,disgust,n.,作嘔；厭惡,4
247,dismiss,v.,讓…離開；把…打發走,4
248,dispute,n.,爭論；爭執,4
249,distinct,adj.,不同的；清楚的,4
250,distinguish,v.,辨別；使有別於…,4
251,distribute,v.,分送；供應,4
252,district,n.,地方；地區,4
253,disturb,v.,妨礙；打擾,4
254,divine,adj.,神聖的；極好的,4
255,divorce,n.,離婚,4
256,dominant,adj.,支配的；優勢的,4
257,dominate,v.,支配；統治,4
258,dormitory,n.,學生宿舍,4
259,download,v.,下載,4
260,doze,v.,打瞌睡；打盹,4
261,draft,n.,草圖；通風,4
262,drift,v.,漂流,4
263,dye,n.,染料；染色,4
264,dynamic,adj.,動力的；有活力的,4
265,economic,adj.,經濟的；有實用價值的,4
266,economical,adj.,經濟的；節約的,4
267,economics,n.,經濟學,4
268,economy,n.,節約；經濟,4
269,efficiency,n.,效率；效能,4
270,electronics,n.,電子學,4
271,elegant,adj.,精緻的；優美的,4
272,eliminate,v.,消滅；淘汰,4
273,embarrass,v.,使困窘；侷促不安,4
274,emerge,v.,露出；出現,4
275,emotional,adj.,感情上的；訴諸情感的,4
276,emphasis,n.,強調；重音,4
277,empire,n.,帝國；帝政,4
278,encounter,n.,遇見；邂逅,4
279,endure,v.,忍受；持續,4
280,enforce,v.,實施；執行,4
281,enlarge,v.,擴大；放大,4
282,enormous,adj.,巨大的；非凡的,4
283,entertain,v.,使歡樂；使娛樂,4
284,entertainment,n.,娛樂,4
285,enthusiasm,n.,熱情；熱心,4
286,envious,adj.,嫉妒的；羨慕的,4
287,equip,v.,裝備；配備,4
288,equipment,n.,設備；配件,4
289,era,n.,時代；年代,4
290,errand,n.,差事；任務,4
291,escalator,n.,電扶梯,4
292,essay,n.,散文；嘗試,4
293,essential,adj.,不可缺的；必要的,4
294,essentially,adv.,實質上；本來,4
295,establish,v.,設立；奠定,4
296,estimate,n.,估計；評價,4
297,evaluate,v.,評估；估計,4
298,evaluation,n.,評估；評量,4
299,eventual,adj.,最後的；結果的,4
300,evidence,n.,證據；跡象,4
301,evident,adj.,明顯的；明白的,4
302,evidently,adv.,顯然地,4
303,exaggerate,v.,誇張；誇大,4
304,exception,n.,除外；例外,4
305,exhaust,v.,用盡；使…筋疲力盡,4
306,exhibit,v.,陳列；展示,4
307,expand,v.,擴張；發展,4
308,expansion,n.,擴大；擴張,4
309,experimental,adj.,實驗性的；以經驗為依據的,4
310,explanation,n.,說明；解釋,4
311,explore,v.,探測；在…探險,4
312,explosion,n.,爆炸；爆發,4
313,exposure,n.,暴露；曝光,4
314,extend,v.,延長；伸展,4
315,extent,n.,大小；範圍,4
316,facial,adj.,臉的；面部的,4
317,facility,n.,設備；本領,4
318,faithful,adj.,忠實的；忠誠的,4
319,fantastic,adj.,很棒；相當多的,4
320,fatal,adj.,致命的；毀減性的,4
321,favorable,adj.,稱讚的；贊同的,4
322,fetch,v.,拿來；接…去,4
323,fiction,n.,小說,4
324,fierce,adj.,凶猛的；激烈的,4
325,finance,n.,財務；金融,4
326,financial,adj.,財務的；金融界的,4
327,flatter,v.,諂媚；使高興,4
328,flee,v.,逃出；逃離,4
329,flexible,adj.,有彈性的；靈活的,4
330,foam,n.,泡；海綿墊,4
331,forbid,v.,禁止,4
332,formation,n.,構成；形成,4
333,fortunate,adj.,好運的；幸運的,4
334,fortunately,adv.,幸運地；幸虧,4
335,foundation,n.,建立；基礎,4
336,fragrant,adj.,香味的；芳香的,4
337,frame,n.,（建物、車輛、飛機）骨架；人體骨骼,4
338,frequency,n.,頻繁；頻率,4
339,frustration,n.,挫折；失敗,4
340,fuel,n.,燃料,4
341,fulfill,v.,實現；達成,4
342,functional,adj.,機能的；功能的,4
343,fundamental,adj.,基礎的；根本的,4
344,funeral,n.,葬禮,4
345,furious,adj.,狂怒的；猛烈的,4
346,furthermore,adv.,再者；而且,4
347,gallery,n.,畫廊,4
348,gangster,n.,歹徒；匪盜,4
349,gaze,v.,注視；凝視,4
350,gene,n.,基因；遺傳因子,4
351,generation,n.,世代；產生,4
352,generosity,n.,寬宏大量；慷慨,4
353,genius,n.,天才；天賦,4
354,genuine,adj.,純正的；真誠的,4
355,gifted,adj.,有天資的；有天賦的,4
356,globe,n.,地球；地球儀,4
357,goods,n.,商品；貨物,4
358,graceful,adj.,優美的；典雅的,4
359,graduation,n.,畢業,4
360,grateful,adj.,感謝的；感激的,4
361,gratitude,n.,感激之情；感謝,4
362,grave,n.,墳墓,4
363,greasy,adj.,油膩的；油污的,4
364,greeting,n.,問候；招呼,4
365,grief,n.,悲痛；悲傷,4
366,grind,v.,磨碎；磨利,4
367,guarantee,v.,擔保；保證,4
368,guilt,n.,有罪；犯罪,4
369,guilty,adj.,有罪的,4
370,gulf,n.,（意見的）巨大分歧；海灣,4
371,habitual,adj.,習慣的；習以為常的,4
372,harmony,n.,和睦；融洽,4
373,hatred,n.,憎恨；仇恨,4
374,helicopter,n.,直升機,4
375,highly,adv.,高度地；大大地,4
376,horizon,n.,地平線；視野,4
377,host,n.,主人；許多的,4
378,household,n.,家庭；戶,4
379,humanity,n.,人性,4
380,hydrogen,n.,（化學）氫（符號Ｈ）,4
381,iceberg,n.,冰山；浮在海洋上的巨大冰塊,4
382,identification,n.,身分證明；身分確認,4
383,identify,v.,辨識；認同,4
384,idle,v.,（機器）空轉；虛度光陰,4
385,idol,n.,偶像；受崇拜之人,4
386,ignorant,adj.,無知的；不知道的,4
387,illustration,n.,圖解；說明,4
388,imaginative,adj.,有創造力的；有想像力的,4
389,imitate,adj.,模仿,4
390,immigrant,n.,移民,4
391,impact,n.,強烈地衝擊；效果,4
392,imply,v.,暗含；暗指,4
393,impression,n.,印象；效果,4
394,incident,n.,事件；糾紛,4
395,including,prep.,包括；包含,4
396,indication,n.,跡象；指示,4
397,industrialize,v.,使工業化,4
398,infect,v.,傳染；感染,4
399,inflation,n.,通貨膨脹,4
400,influential,adj.,有影響的；有權勢的,4
401,information,n.,訊息；資料,4
402,ingredient,n.,原料；因素,4
403,initial,adj.,開始的；最初的,4
404,innocence,n.,清白；天真,4
405,insert,v.,（將東西、字等）插入；（縫紉中）補,4
406,inspection,n.,檢查；檢驗,4
407,inspiration,n.,靈感；鼓舞人心的人或事物,4
408,inspire,v.,激勵；給予…靈感,4
409,install,v.,安裝；就職,4
410,instruct,v.,教導；通知,4
411,insult,n.,侮辱；侮辱的言語或行為,4
412,insurance,n.,保險；保險契約,4
413,intelligence,n.,智能；理解力,4
414,intelligent,adj.,聰明的；有理解力的,4
415,intend,v.,意圖；打算做…,4
416,intense,adj.,強烈的；熱情的,4
417,intensity,n.,強烈；強度,4
418,intensive,adj.,密集的；特別護理的,4
419,interaction,n.,與人之溝通互動；交互作用,4
420,interfere,v.,干預；干涉,4
421,interpret,v.,解釋；口譯,4
422,interruption,n.,中斷；打岔,4
423,intimate,adj.,親密的；私人的,4
424,intonation,n.,語調,4
425,invade,v.,侵略；湧入,4
426,invasion,n.,侵略；湧入,4
427,invention,n.,發明；創造能力,4
428,invest,v.,投資；花費,4
429,investment,n.,投資；投資的物件,4
430,investigation,n.,調查；審查,4
431,involve,v.,將…捲入.；牽涉,4
432,isolate,v.,使…孤離；使…隔離,4
433,itch,n.,癢；渴望,4
434,junior,adj.,年紀輕的；資淺的,4
435,labor,n.,勞力；辛勞,4
436,laboratory,n.,實驗室；試驗所,4
437,landmark,n.,陸標；（歷史上的）重大事件,4
438,landscape,n.,風景；景色,4
439,lately,adv.,最近；近來,4
440,launch,v.,使〈新建造的船〉下水；發射（火箭、飛彈等）,4
441,lecture,n.,講課；演講,4
442,legend,n.,傳說；傳奇人物,4
443,license,n.,許可證；執照,4
444,limitation,n.,設限；（知識、能力等的）極限,4
445,liquor,n.,烈酒,4
446,literary,adj.,文學的；精通文學的,4
447,literature,n.,文學；文獻,4
448,loan,n.,貸款,4
449,location,n.,地點，位置；（on,4
450,logic,n.,邏輯；道理.,4
451,logical,adj.,邏輯（上）的；有條有理的,4
452,lousy,adj.,非常糟糕的；差勁的,4
453,loyal,adj.,忠實的；忠心的,4
454,loyalty,n.,忠誠；情義,4
455,luxurious,adj.,奢侈的；豪華的,4
456,luxury,n.,奢華；奢侈品,4
457,machinery,n.,機器；（社會、政治等）機關,4
458,madam,n.,夫人，女士，太太（尊稱）,4
459,magnetic,adj.,磁性的；有魅力的,4
460,magnificent,adj.,宏大的；堂皇的；豪華的,4
461,makeup,n.,化妝品；構成,4
462,manual,adj.,手工的；用手操作的,4
463,manufacturer,n.,製造商；廠商,4
464,marathon,n.,馬拉松賽,4
465,margin,n.,（書頁的）邊緣空白處；邊際,4
466,maturity,n.,成熟,4
467,maximum,adj.,最大的；極限的,4
468,mechanic,n.,機匠；技工,4
469,mechanical,adj.,機械式的；機械（上）的,4
470,memorial,n.,紀念物；紀念館,4
471,mercy,n.,慈悲；幸運,4
472,mere,adj.,僅僅；只不過,4
473,merely,adv.,僅僅；只（…而已）,4
474,merit,n.,價值；長處；好處,4
475,mineral,n.,礦物；礦物質,4
476,minimum,n.,最小（限度）；最低限,4
477,minister,n.,部長；牧師,4
478,mischief,n.,淘氣；惡作劇,4
479,miserable,adj.,可憐的；粗陋的,4
480,mislead,v.,誤導；欺騙,4
481,misunderstand,v.,誤會；誤解,4
482,moderate,adj.,適度的；適中的,4
483,modest,adj.,謙虛的；適度的,4
484,monthly,adj.,每月的；按月的,4
485,monument,n.,紀念建築物；紀念碑,4
486,moreover,adv.,此外；再者,4
487,motivate,v.,引起…的動機,4
488,multiple,adj.,多樣的；複式的,4
489,murderer,n.,謀殺者；兇手,4
490,mutual,adj.,相互的；共同的,4
491,mysterious,adj.,神秘的；不可思議的,4
492,namely,adv.,即；就是,4
493,nationality,n.,國籍,4
494,nearsighted,adj.,近視的,4
495,neglect,v.,忽視；輕視,4
496,negotiate,v.,談判；協商,4
497,nevertheless,adv.,依然；然而,4
498,nightmare,n.,噩夢；夢魘,4
499,nuclear,adj.,原子核的；核子的,4
500,numerous,adj.,極多的；許多的,4
501,obedience,n.,服從；順從,4
502,obedient,adj.,服從的；順從的,4
503,objection,n.,反對；異議,4
504,objective,adj.,公正的；客觀的,4
505,obstacle,n.,障礙物；阻礙,4
506,obtain,v.,取得；買到,4
507,occasional,adj.,偶而的,4
508,occupation,n.,職業；工作,4
509,occupy,v.,佔據；居住,4
510,offend,v.,觸怒；冒犯,4
511,opera,n.,歌劇；歌劇的演出,4
512,operation,n.,實施；施行手術,4
513,oppose,v.,反對；對抗,4
514,oral,adj.,口頭的；口述的,4
515,orbit,n.,軌道,4
516,orchestra,n.,管絃樂隊,4
517,organic,adj.,有機的；器官的,4
518,otherwise,adv.,否則；要不然,4
519,outcome,n.,結果,4
520,outstanding,adj.,傑出的,4
521,overcome,v.,戰勝；克服,4
522,overlook,v.,（建築物、場所等）俯瞰；忽略,4
523,overtake,v.,趕上；超車,4
524,oxygen,n.,氧氣,4
525,parachute,n.,降落傘,4
526,paragraph,n.,（文章的）段落；短訊,4
527,partially,adv.,部份地；不公平地,4
528,participation,n.,參與；參加,4
529,peculiar,adj.,獨特的；奇怪的,4
530,peer,n.,同輩；同儕,4
531,penalty,n.,刑罰；罰金；罰款,4
532,percent,n.,百分比；百分中之一分,4
533,percentage,n.,百分比；比率（前面為數字時用percent，其他則用percentage。）,4
534,perfume,n.,香水,4
535,permanent,adj.,永久的；持久的,4
536,persuasion,n.,說服,4
537,persuasive,adj.,有說服力的,4
538,philosopher,n.,哲學家；哲人,4
539,philosophical,adj.,哲學的；達觀的,4
540,philosophy,n.,哲學；人生觀,4
541,physical,adj.,物質世界的；身體的,4
542,physician,n.,內科醫生,4
543,physics,n.,物理學,4
544,pickpocket,n.,扒手,4
545,pioneer,n.,先驅；開拓先鋒,4
546,pirate,n.,海盜；剽竊者,4
547,plentiful,adj.,很多的；豐富的,4
548,plot,n.,陰謀；（小說、劇本的）情節,4
549,poisonous,adj.,有毒的；有害的,4
550,polish,v.,擦亮；潤飾,4
551,pollution,n.,污染,4
552,popularity,n.,普及；名氣,4
553,portray,v.,畫（肖像）；描寫,4
554,possess,v.,擁有；具有；（強烈的感情、惡魔）支配；控制,4
555,possession,n.,所有物；擁有,4
556,precise,adj.,精確的；恰好的,4
557,precisely,adv.,精確地；（用於回答）正是如此,4
558,predict,v.,預告；預言,4
559,presentation,n.,（正式的）發表；（事物…之…）陳列方式,4
560,preservation,v.,保存；保護,4
561,preserve,v.,保存，保護；醃製以保存（食物）,4
562,prevention,n.,防止；預防,4
563,prime,adj.,主要的；最重要的；最好的,4
564,primitive,adj.,原始的；簡陋的,4
565,privacy,n.,私生活；隱私,4
566,privilege,n.,特權；榮幸,4
567,procedure,n.,程序；步驟,4
568,production,n.,產量；生產,4
569,productive,adj.,多產的；產生…的,4
570,profession,n.,職業；行業,4
571,professional,adj.,職業（上）的；專業的,4
572,professor,n.,教授,4
573,profitable,adj.,有利的；可賺錢的；有益的,4
574,prominent,adj.,有名的；卓越的；顯著的；顯眼的,4
575,promising,adj.,有前途的；大有可為的,4
576,promotion,n.,促銷；升遷,4
577,promptly,adv.,敏捷地；即刻地,4
578,pronunciation,n.,發音,4
579,prosper,v.,繁榮；興隆,4
580,prosperous,adj.,繁榮的；興隆的,4
581,protein,n.,蛋白質,4
582,protest,v.,抗議；堅決聲明,4
583,psychological,adj.,心理上的（精神上的）；心理學的,4
584,psychology,n.,心理學；（個人或團體的）心理狀態,4
585,publicity,n.,（公眾的）注意；宣傳,4
586,publish,v.,出版；發表；公佈,4
587,publisher,n.,出版者；發表者,4
588,pursuit,n.,追捕；追求,4
589,realistic,adj.,實際的；寫實的,4
590,rebel,n.,叛徒；反抗者,4
591,recall,v.,回憶；想起,4
592,reception,n.,招待，招待會,4
593,recipe,n.,食譜,4
594,recognition,n.,認出；承認,4
595,recovery,n.,復原，康復；恢復,4
596,recreation,n.,消遣；娛樂,4
597,recycle,v.,將（廢棄物）加以回收再製造,4
598,reduction,n.,減少；折扣,4
599,refer,v.,提及；查閱,4
600,reference,n.,參考書目；參考,4
601,reflect,v.,映射；反映,4
602,reflection,n.,投影（反映）；影像,4
603,reform,v.,改革；矯正,4
604,refresh,v.,使恢復；使振作,4
605,regarding,prep.,關於…；至於…,4
606,register,v.,登記；註冊掛號,4
607,registration,n.,登記；註冊,4
608,regulation,n.,管制；規則,4
609,relative,n.,親屬；親戚,4
610,relieve,v.,救濟；緩和,4
611,reluctant,adj.,不願的；勉強的,4
612,remark,n.,談論；評論；注意,4
613,remedy,n.,療方,4
614,representation,n.,表現；代表,4
615,reputation,n.,名聲（名譽）；名望（聲望）,4
616,rescue,v.,拯救,4
617,research,n.,（學術）研究；學術調查,4
618,resemble,v.,（在…這一點）像…,4
619,reservation,n.,保留,4
620,resign,v.,辭職,4
621,resistance,n.,抵抗力；反感；抗暴,4
622,resolution,n.,決心；堅定,4
623,resolve,v.,決定做…；決議…,4
624,respectable,adj.,高尚可敬的；可觀的,4
625,restore,v.,（使人，物）恢復…；使（人）復職,4
626,restriction,n.,限制；（限定；約束）之物,4
627,retirement,n.,退職；退休,4
628,revenge,v.,復仇,4
629,revise,v.,修正；複習（功課）,4
630,revision,n.,修訂；複習（功課）,4
631,revolution,n.,重大變革；旋轉,4
632,revolutionary,adj.,革命的；革命性的,4
633,reward,n.,獎賞；賞金,4
634,rhyme,n.,韻腳；韻文,4
635,rhythm,n.,節奏（節拍；律動；韻律）,4
636,roughly,adv.,粗魯地；概略地,4
637,route,n.,路線；航線,4
638,ruin,v.,毀滅；破壞,4
639,sacrifice,v.,犧牲,4
640,salesman,n.,推銷員；業務員,4
641,satellite,n.,衛星,4
642,satisfaction,n.,滿意；清償,4
643,scarcely,adv.,幾乎沒有…；ㄧ…就…,4
644,scenery,n.,景色,4
645,senior,adj.,較年長的；資深的,4
646,severe,adj.,嚴厲的；嚴格的；嚴重的,4
647,shelter,n.,避難所；遮蔽物,4
648,shift,v.,移動；轉移,4
649,sightseeing,n.,觀光,4
650,signature,n.,簽名,4
651,significance,n.,意思；重要性,4
652,site,n.,地點；地基,4
653,sketch,v.,素描；寫生,4
654,slightly,adv.,輕微地（稍微）,4
655,sneeze,v.,打噴嚏,4
656,souvenir,n.,紀念品,4
657,species,n.,種類,4
658,spiritual,adj.,精神的；心靈的,4
659,splendid,adj.,華麗的；壯觀的,4
660,split,v.,劈開；分裂,4
661,status,n.,身分；狀態,4
662,stem,n.,葉柄；煙斗柄,4
663,stingy,adj.,吝嗇的；少許的,4
664,strengthen,v.,使…強大（使…堅固；加強；增強）,4
665,strive,v.,追求；努力,4
666,stroke,n.,中風；一擊,4
667,submarine,n.,潛水艇,4
668,suggestion,n.,建議；跡象,4
669,surf,n.,海浪；浪花,4
670,surgeon,n.,外科醫師,4
671,surrender,v.,投降；屈服,4
672,surroundings,n.,周圍環境,4
673,sympathetic,adj.,同情的（體諒的；關懷的）,4
674,sympathy,n.,同情；同情心,4
675,symphony,n.,交響樂曲（交響樂團）；和諧,4
676,technician,n.,技術人員,4
677,tendency,n.,傾向；趨勢,4
678,tension,n.,繃緊的程度；（精神上的）緊張狀態,4
679,terrify,v.,使害怕,4
680,terror,n.,恐怖（很難纏的人）,4
681,theme,n.,主題,4
682,thorough,adj.,完全的；徹底的,4
683,thoroughly,adv.,完全地；徹底地,4
684,tolerant,adj.,寬容的；忍受的,4
685,tough,adj.,堅韌的；不屈不撓的,4
686,tragedy,n.,悲劇；不幸事件；慘事,4
687,tragic,adj.,悲慘的；悲劇的,4
688,transfer,v.,調動；調任,4
689,transform,v.,變成；改變,4
690,translate,v.,翻譯,4
691,translation,n.,翻譯,4
692,transportation,n.,輸送；運輸工具,4
693,tremendous,adj.,驚人的；巨大的,4
694,triumph,n.,勝利；征服,4
695,underpass,n.,地下道,4
696,unique,adj.,獨一無二的；獨有的,4
697,universal,adj.,普遍性的；全體的,4
698,university,n.,大學,4
699,upload,v.,上傳,4
700,urban,adj.,都市的；住在都市的,4
701,urge,v.,驅策；催促,4
702,urgent,adj.,迫切的；緊急的,4
703,usage,n.,用法；慣用語,4
704,vain,adj.,無益的；無價值的,4
705,vast,adj.,廣大的；龐大的,4
706,vessel,n.,容器；脈管,4
